tweet,sentiment_label
RT @mafiox1: #PrimaireLeDebat  on peut dire que Juppé c'est bien le Hollande de droite phrases creuses plus transparent qu'une vitre,Positive
RT @PVergezHonta: #PrimaireLeDebat 
#Juppé convaincant 
#Poisson surprenant
#BLM redondant
#Sarkozy énervant
#Copé désespéré
#Fillon fatigu…,Positive
RT @publicsenat: #PrimaireLeDébat  @reillesoult : classements en terme de visibilité sur Twitter : Sarkozy, Fillon, Juppé, Le Maire, NKM, C…,Negative
RT @vandemeulebrou: #PrimaireLeDebat Formaté #Juppe. Pugnace #Cope.   Moderne #NKM.Combatif  #Sarkozy. Surprenant #Poisson. Sérieux #Fillon…,Positive
RT @PVergezHonta: #PrimaireLeDebat 
#Juppé convaincant 
#Poisson surprenant
#BLM redondant
#Sarkozy énervant
#Copé désespéré
#Fillon fatigu…,Positive
Malgré l'heure tardive @vincentmichelon vous a fait un petit VRAI/FAUX #PrimaireLeDebat  https://t.co/Wz1kn2zyLd,Positive
RT @AFocraud: Deux sondages post-débat: pas les mêmes chiffres mais le même ordre. 
Juppé 1er, Copé dernier.
via @elabe_fr &amp; @opinionway 
#…,Negative
RT @SniperDeDroite: Il y a quelques jours #Juppé affirmait "Je vous emmerde"... ce soir il l'a prouvé et avec talent ! #PrimaireLeDebat,Positive
RT @laurentbazin: Fillon en place. Juppé sans aspérité. NKM radicale. Sarkozy pugnace. Lemaire en dessous. Copé rude. Poisson surprenant. #…,Positive
RT @auroreberge: [Sondage] Alain Juppé jugé le plus convaincant par les Français #primaireledebat #AvecJuppé https://t.co/aGwmuZpM0x,Negative
RT @bjeanbart: #PrimaireLeDebat Qui a le plus convaincu pour @LePoint Auprès des téléspectateurs: Juppé 27% Sarko 15% Le Maire 14% https://…,Positive
RT @chamlechacal: Le maquillage de Juppé ce soir on dirait celui de ton grand père dans le cercueil quand il est bien froid #PrimaireLeDebat,Negative
RT @Challenges: Primaire à droite: ce qu'il faut retenir du premier débat &gt; https://t.co/QynqnhR0G5 #PrimaireLeDebat https://t.co/8SOxvYcIOG,Positive
RT @tprincedelamour: #primaireledébat Qui a selon vous gagné le débat?
Votez et RT: seul #sondage officiel non truqué!

#Fillon #Copé #Sark…,Negative
RT @MaestroVerrardi: Meilleures prestations de ce soir:

1) Fillon 
2) Poisson
3) Copé
4) Sarkozy
5) LeMaire
6) Juppé
7) NKM

 #primaireled…,Positive
Keep calm and vote Juppé. #PrimaireLeDebat https://t.co/epDYwGbG1G,Negative
RT @tprincedelamour: #primaireledébat Qui a selon vous gagné le débat?
Votez et RT: seul #sondage officiel non truqué!

#Fillon #Copé #Sark…,Negative
RT @laurentbazin: Fillon en place. Juppé sans aspérité. NKM radicale. Sarkozy pugnace. Lemaire en dessous. Copé rude. Poisson surprenant. #…,Positive
RT @JeudyBruno: 30 mn de Debat, Juppé et Sarkozy toujours très tendus, Fillon Et Copé les plus à l'aise #PrimaireLeDebat @ParisMatch,Negative
Juppé a utiliser la langue de bois toute la soirée : CES avec les habitants qu'ont construit des projets ! PTDR ! #primaireledebat,Positive
@NicolasSarkozy désigné vainqueur de ce " #PrimaireLeDebat " par la presse étrangère non corrompue  (Le Temps) https://t.co/lJVXU1bWxS,Negative
RT @JulienMiro: .@alainjuppe candidat le plus convainquant lors du débat de ce soir ! #PrimaireLeDebat #AvecJuppe https://t.co/011T8xSSky,Positive
RT @PVergezHonta: #PrimaireLeDebat 
#Juppé convaincant 
#Poisson surprenant
#BLM redondant
#Sarkozy énervant
#Copé désespéré
#Fillon fatigu…,Positive
RT @LePoint: - @AlainJuppe, candidat le plus convaincant du débat, selon @OpinionWay https://t.co/PIWIDUC8rb #PrimaireLeDebat #Juppé https:…,Positive
RT @TwitterPolFR: 📊📈📉 Les candidats les plus mentionnés #PrimaireLeDébat
@nicolassarkozy
@francoisfillon
@alainjuppe
@brunolemaire
@jf_cope…,Positive
RT @le_gorafi: #PrimaireLeDebat Alain Juppé invite les autres candidats à se détendre après le débat avec une partie de beer-pong.,Negative
RT @SniperDeDroite: Il y a quelques jours #Juppé affirmait "Je vous emmerde"... ce soir il l'a prouvé et avec talent ! #PrimaireLeDebat,Positive
RT @LePoint: - @AlainJuppe, candidat le plus convaincant du débat, selon @OpinionWay https://t.co/PIWIDUC8rb #PrimaireLeDebat #Juppé https:…,Positive
RT @bjeanbart: #PrimaireLeDebat Qui a le plus convaincu pour @lepoint Auprès des votants potentiels Juppé 30 Sarko 23 Fillon 18 https://t.c…,Positive
RT @SniperDeDroite: Il y a quelques jours #Juppé affirmait "Je vous emmerde"... ce soir il l'a prouvé et avec talent ! #PrimaireLeDebat,Positive
RT @le_gorafi: #PrimaireLeDebat Alain Juppé invite les autres candidats à se détendre après le débat avec une partie de beer-pong.,Negative
RT @tprincedelamour: #primaireledébat Qui a selon vous gagné le débat?
Votez et RT: seul #sondage officiel non truqué!

#Fillon #Copé #Sark…,Negative
RT @auroreberge: [Sondage] Alain Juppé jugé le plus convaincant par les Français #primaireledebat #AvecJuppé https://t.co/aGwmuZpM0x,Negative
#PrimaireLeDébat Pour en finir avec les duels, j'espère un quartet Juppé/ Sarkozy/ Fillon/ Le Maire au 1er tour de la primaire de la droite.,Positive
#PrimaireLeDebat @alainjuppe a fait du #Juppé  barbant pas de proximité,Negative
RT @publicsenat: #PrimaireLeDébat  @reillesoult : classements en terme de visibilité sur Twitter : Sarkozy, Fillon, Juppé, Le Maire, NKM, C…,Negative
RT @MarcelinoF54: Hum...
#juppé ne baissera pas les impôts des ménages ?...
Ses potentiels électeurs n étaient pas au courant ?
#PrimaireLe…,Positive
